Vokabel;Uebersetzung;Status;Fundstelle;Band;Wortart;Beispielsatz;Hinweis
choir;Chor;passiv;4/A1;II;s;;
symphony orchestra;Sinfonieorchester;passiv;4/A1;II;s;;
selection;Auswahl;passiv;4/A1;II;s;;
popular;beliebt, populär;aktiv;4/A1;II;a;Football is the most *popular* sport in England.;
main hall;Hauptsaal;passiv;4/A1;II;s;;
included;inklusive;passiv;4/A1;II;a;;
drink;Getränk;aktiv;4/A1;II;s;*drink* ↔ food;
prize;(Sieg)preis, Gewinn;passiv;4/A1;II;s;;
winning team;Siegermannschaft;passiv;4/A1;II;s;;
to include;beinhalten, hier: aufnehmen;aktiv;4/A2;II;v;;
age;Alter;aktiv;4/A2;II;s;What *age* are you? – I’m twelve years old.;
article;Artikel;passiv;4/A3;II;s;;
praise (no pl);Lob;passiv;4/A3;II;s;;
to praise;loben;passiv;4/A3;II;v;;
success (no pl);Erfolg;aktiv;4/A3;II;s;Everybody is cheering. The show is a real *success*.;
to perform;vorführen, aufführen, hier: auftreten;aktiv;4/A3;II;v;The pupils *performed* in the assembly hall.;
across;über, hier: in ganz;passiv;4/A3;II;pr;;
reward;Belohnung, Anerkennung;passiv;4/A3;II;s;;
hard;hart, schwer, schwierig, fest, kräftig;aktiv;4/A3;II;a/av;All the pupils worked *hard* for the exam.;
year;Jahr, hier: (Schul-)Jahrgang;aktiv;4/A3;II;s;Every pupil in *Year* 8 can take part in the school project.;
to represent sb/sth;jdn/etw repräsentieren, jdn vertreten;passiv;4/A3;II;v;;
company;Firma, hier: Truppe, Ensemble;passiv;4/A3;II;s;;
half (pl halves);Hälfte;passiv;4/A3;II;s;;
piece;Stück;passiv;4/A3;II;s;;
act;(Show)nummer;passiv;4/A3;II;s;;
to receive;erhalten, bekommen;aktiv;4/A3;II;v;*Have* you *received* my email?;
never-ending;endlos, unaufhörlich;passiv;4/A3;II;a;;
applause (no pl);Applaus, Beifall;passiv;4/A3;II;s;;
stage;Bühne;aktiv;4/A3;II;s;All of Year 7 were on the *stage* and performed a fantastic show.;
brilliant (BE, informal);hier: toll, klasse;aktiv;4/A3;II;a;The girls looked *brilliant* in their costumes.;
excellent;ausgezeichnet;aktiv;4/A3;II;a;He’s very good at playing the guitar. He’s an *excellent* musician.;
audience;Publikum, Besucher, Zuschauer;aktiv;4/A3;II;s;After the concert, the *audience* cheered for ten minutes.;
title;Titel;aktiv;4/A5;II;s;What’s the *title* of your favourite book?;
introduction;Vorstellung, hier: Einleitung;passiv;4/A5;II;s;;
detail;Detail, Einzelheit;aktiv;4/A5;II;s;;ID 3671290
to comment (on);kommentieren;aktiv;4/A5;II;v;;
ending;Ende, Schluss;passiv;4/A5;II;s;;
positive;positiv;passiv;4/A5;II;a;;
talent;Talent, Begabung;passiv;4/B;II;s;;
totally;völlig, total;passiv;4/B1;II;av;;
audition;Vorsprechen, Vorsingen, Vorspielen;passiv;4/B1;II;s;;
Ms;Fr., Frau (Alternativbezeichnung zu Mrs und Miss, die sowohl für verheiratete wie unverheiratete Frauen zutrifft);passiv;4/B1;II;s;;
to ask;fragen, hier: bitten;passiv;4/B1;II;v;;
play;Spiel, hier: (Theater)stück;aktiv;4/B1;II;s;The actors performed a fantastic *play*.;
comedy;Komödie;passiv;4/B1;II;s;;
for a while;eine ganze Weile, hier: schon länger;passiv;4/B1;II;ph;;
for;für, hier: seit;aktiv;4/B1;II;pr;;
ages (pl, informal);eine Ewigkeit, Ewigkeiten;passiv;4/B1;II;s;;
silly;Dussel, Dummerchen;passiv;4/B1;II;s;;
classic;Klassiker;passiv;4/B1;II;s;;
by;von;aktiv;4/B1;II;pr;_Romeo and Juliet_ is a play *by* William Shakespeare.;
to do research;(er)forschen, recherchieren;aktiv;4/B1;II;ph;They *did* some *research* on the Internet for their project.;
invasion;Invasion, Eindringen;passiv;4/B1;II;s;;
let me see;Moment (mal), also;passiv;4/B1;II;ph;;
proper;echt, richtig;aktiv;4/B1;II;a;Karen always starts the day with a *proper* breakfast.;
to suggest;vorschlagen;aktiv;4/B1;II;v;;
since;seit;aktiv;4/B1;II;pr;;
ago;vor;aktiv;4/B1;II;av;They moved to London two years *ago*.;
girly;mädchenhaft;passiv;4/B1;II;a;;
stuff (no pl, informal);Zeug, Sachen;passiv;4/B1;II;s;;
twilight;Dämmerung, Zwielicht;passiv;4/B1;II;s;;
vampire;Vampir/in;aktiv;4/B1;II;s;;ID 4780159
to persuade;überreden, überzeugen;aktiv;4/B1;II;v;We couldn’t *persuade* him to change his mind.;
for how long;wie lange (schon);passiv;4/B4;II;ph;;
to dream (of);träumen (von);passiv;4/B4;II;irr;;
argument;Auseinandersetzung, Argument;aktiv;4/B5;II;s;Caroline and George had an *argument* about their party.;
to copy;abschreiben, niederschreiben, hier: kopieren;aktiv;4/B8;II;v;John always *copies* Anne’s maths homework.;
script;Drehbuch, Skript, Regiebuch;passiv;4/B8;II;s;;
secretary;Sekretär/in;passiv;4/B8;II;s;;
assembly hall;(Versammlungs)saal, Aula;passiv;4/B8;II;s;;
text message;SMS;aktiv;4/B9;II;s;Steve is writing a *text message*.;ID 4771169
melody;Melodie;aktiv;4/B10;II;s;This song has a nice *melody* and great lyrics.;
lyrics (pl);(Lied)text;aktiv;4/B10;II;s;This song has a nice melody and great *lyrics*.;
slow;langsam;aktiv;4/B10;II;a;*slow* ↔ fast;
cheerful;fröhlich, vergnügt, heiter;aktiv;4/B10;II;a;;
eerie;unheimlich;aktiv;4/B11;II;a;She was scared because there was an *eerie* noise.;
to creep;kriechen, steigen;passiv;4/B11;II;irr;;
basement;Untergeschoss, Keller;aktiv;4/B11;II;s;;
to lurk;lauern, sich verborgen halten;passiv;4/B11;II;v;;
shadow;Schatten;aktiv;4/B11;II;s;;ID 4780152
to give sb a scare;jdm einen Schreck einjagen;passiv;4/B11;II;ph;;
such;so;aktiv;4/B11;II;av;;ID 1394779
ghostly;geisterhaft;passiv;4/B11;II;a;;
skin (no pl);Haut;aktiv;4/B11;II;s;Her skin was very *red* because of the sun.;ID 4780153
pointy;spitz;passiv;4/B11;II;a;;
to bite;beißen;aktiv;4/B11;II;irr;Yesterday a dog *bit* me.;
to hang out with sb;Zeit mit jdm verbringen;passiv;4/B11;II;ph;;
at all;überhaupt;aktiv;4/B11;II;ph;Do you like dancing? – No. Not *at all*.;
verse;Strophe;aktiv;4/B11;II;s;The first *verse* of the song is the best.;
singer;Sänger/in;aktiv;4/B12;II;s;My favourite *singer* is Adele.;
profile;Profil, Porträt;passiv;4/B12;II;s;;
leading role;Hauptrolle;passiv;4/C1;II;s;;
convincing;überzeugend;aktiv;4/C1;II;a;Dan was very *convincing*. Everybody believed him.;
just;genau;passiv;4/C1;II;av;;
directions (pl);Anweisungen, Instruktionen;passiv;4/C1;II;s;;
actress;Schauspielerin;aktiv;4/C1;II;s;Angelina Jolie is Katy’s favourite *actress*.;
admiring;bewundernd;passiv;4/C1;II;a;;
to roll one's eyes;die Augen verdrehen;passiv;4/C1;II;ph;;
to pull a face;das Gesicht verziehen;passiv;4/C1;II;v;;
kind;nett, freundlich, liebenswürdig;aktiv;4/C1;II;a;Billy was very *kind*. He helped the old lady.;
forever;ewig, ständig;aktiv;4/C1;II;av;He said, “I will love you *forever*.”;
Miss (BE);hier: Frau Lehrerin (Anrede);passiv;4/C1;II;s;;
to whisper;flüstern;aktiv;4/C1;II;v;to *whisper* ↔ to shout;
What's wrong?;Was ist los?;passiv;4/C1;II;ph;;
outside;außen, außerhalb, hier: nach draußen;aktiv;4/C1;II;av;*outside* ↔ inside;
to muck sth up (informal);etw vermasseln;passiv;4/C1;II;ph;;
to smile (at);(an)lächeln;aktiv;4/C1;II;ph;;
arrogant;arrogant;aktiv;4/C1;II;a;Matt is very *arrogant*. He always thinks he is the best.;
emotion;Gefühl, Emotion;aktiv;4/C1;II;s;;
to clap;klatschen;passiv;4/C1;II;v;;
to give sb the thumbs down;jemandem den Daumen nach unten zeigen;passiv;4/C1;II;ph;;
back;Rücken, Rückseite;aktiv;4/C1;II;s;Jo hit Sam behind the teacher’s *back*.;
to stammer;stottern, stammeln;passiv;4/C1;II;v;;
quietly;leise, still;passiv;4/C2;II;av;;
twice;zweimal;passiv;4/C2;II;av;;
to remember;sich erinnern, hier: daran denken;aktiv;4/C2;II;v;Please *remember* to buy milk.;
competition;Wettbewerb;aktiv;4/C2;II;s;The Olympics is a big sports *competition*.;
spelling (no pl);Rechtschreibung, hier: Schreibweise;passiv;4/C3;II;s;;
card;Karte;passiv;4/C4;II;s;;
to smile;lächeln;aktiv;4/C4;II;v;;
to move;(sich) bewegen;aktiv;4/C4;II;v;The boat *is moving* very slowly.;
pile;Stapel, Haufen;passiv;4/C4;II;s;;
to turn sth upside down;etw auf den Kopf stellen, hier: umdrehen;passiv;4/C4;II;ph;;
player;Spieler/in;passiv;4/C4;II;s;;
to trick sb out (of sth);jdn (um etw) betrügen;passiv;4/C5;II;ph;;
to tell a sob story (informal);mit einer Mitleid heischenden Ausrede daherkommen;passiv;4/C5;II;ph;;
prompter;Souffleur/Souffleuse (jd, der den Text flüsternd vorspricht);passiv;4/C5;II;s;;
drama group;Theatergruppe, Schauspielgruppe;passiv;4/C5;II;s;;
at least;mindestens, wenigstens, hier: zumindest;aktiv;4/C5;II;ph;It’s cold. *At least* it isn’t raining.;
to ruin;zerstören, verderben, kaputtmachen;passiv;4/C5;II;v;;
gloomy;trostlos, düster, hier: betrübt;passiv;4/C5;II;a;;
first night;Premiere;passiv;4/C5;II;s;;
nightmare;Albtraum;aktiv;4/C5;II;s;The first night was a *nightmare*. Everything went wrong.;
that;so;passiv;4/C5;II;av;;
everyone else;jede/r andere;passiv;4/C5;II;p;;
someone else;jemand anders;passiv;4/C5;II;p;;
tense;angespannt;passiv;4/C5;II;a;;
to be around;in der Nähe sein;passiv;4/C5;II;ph;;
to be fed up with sb/sth (informal);jdn/etw satthaben;passiv;4/C5;II;ph;;
to pretend;vorgeben, vortäuschen;aktiv;4/C5;II;v;Lara isn’t asleep. She*'s* only *pretending* to be asleep.;1389812
sweetly;süß(lich);passiv;4/C5;II;av;;
microphone;Mikrofon;aktiv;4/C5;II;s;;
to lose;verlieren;passiv;4/C5;II;irr;;
voice;Stimme;aktiv;4/C5;II;s;Lynn can’t speak. She has lost her *voice*.;
to postpone;verschieben;passiv;4/C5;II;v;;
choice;Wahl;passiv;4/C6;II;s;;
to keep cool;ruhig bleiben, cool bleiben;passiv;4/C6;II;ph;;
loser;Verlierer/in;aktiv;4/C6;II;s;*loser* ↔ winner;
to take over;übernehmen;passiv;4/C7;II;irr;;
boo!;buh!;passiv;4/C9;II;i;;
the one;der-/die-/dasjenige;aktiv;4/C9;II;ph;Read the stories. Then choose *the one* you like best.;
Going green;sich immer umweltbewusster verhalten;passiv;5/A;II;ph;;
mill;Mühle;passiv;5/A;II;s;;
to divide into;(auf)teilen in;passiv;5/A2;II;ph;;
report;(Zeitungs-)Bericht, (Zeitungs-)Meldung;aktiv;5/A2;II;s;Did you read the *report* about Sports Day?;
fashion;Mode;passiv;5/A2;II;s;;
to save;retten, schützen, (be)wahren;aktiv;5/A2;II;v;We should *save* the environment for our children and grandchildren.;
environment (no pl);Umwelt;aktiv;5/A2;II;s;We should save the *environment* for our children and grandchildren.;
planet;Planet;aktiv;5/A2;II;s;our *planet*;ID 1395875
plastic;Plastik(-), Kunststoff(-);aktiv;5/A2;II;s/a;;
handprint;Handabdruck;passiv;5/A2;II;s;;
to make a pledge;geloben;passiv;5/A2;II;ph;;
solar;Solar-, Sonnen-;passiv;5/A2;II;a;;
energy (no pl);Energie, Kraft;aktiv;5/A2;II;s;It’s good for the environment to use solar *energy*.;
to donate;spenden;passiv;5/A2;II;v;;
solar panel;Sonnenkollektor;passiv;5/A2;II;s;;
to take a step;einen Schritt machen;passiv;5/A2;II;ph;;
magic (no pl);Magie, Zauber;passiv;5/A2;II;s;;
motorway (BE);Autobahn;passiv;5/A2;II;s;;
another;noch eine(r, s), hier: ein(e) andere(r);aktiv;5/A2;II;a;Have you got *another* pencil?;
field study;Feldstudie (systematische wiss. Beobachtung außerhalb des Labors);passiv;5/A2;II;s;;
forest;Wald;aktiv;5/A2;II;s;;ID 4780146
walk;Spaziergang;passiv;5/A2;II;s;;
biology (no pl);Biologie;aktiv;5/A2;II;s;;
exercise;Übung, Aufgabe;passiv;5/A2;II;s;;
to turn out;sich herausstellen;passiv;5/A2;II;ph;;
stay;Aufenthalt;passiv;5/A2;II;s;;
combination;Kombination, Verbindung;passiv;5/A2;II;s;;
fieldwork;Feldarbeit, Feldforschung;passiv;5/A2;II;s;;
to study;studieren, sich befassen mit, erforschen;aktiv;5/A2;II;v;Let’s *study* the wildlife here to find out more about animals and plants.;
wildlife (no pl);die (natürliche) Tier- und Pflanzenwelt;passiv;5/A2;II;s;;
plant;Pflanze;aktiv;5/A2;II;s;A flower is a *plant*.;
entertainment;Unterhaltung;aktiv;5/A2;II;s;There’s a lot of *entertainment*: football, games and other activities.;
nearby;in der Nähe gelegen, nahe gelegen;passiv;5/A2;II;av;;
magic;magisch, zauberhaft, wundervoll;aktiv;5/A2;II;a;;ID 1394769
traffic (no pl);Verkehr;aktiv;5/A2;II;s;There’s a lot of *traffic* in the morning.;ID 4771165
Take notes.;Mach dir Notizen.;passiv;5/A3;II;ph;;
to take notes;(sich) Notizen machen;aktiv;5/A3;II;ph;Listen and *take notes*.;
headline;Schlagzeile;aktiv;5/A4;II;s;*headline* = title;
entertaining;unterhaltsam;aktiv;5/A4;II;a;*entertaining* ↔ boring;
to refer (back) to;(zurück)verweisen auf, sich beziehen auf;passiv;5/A4;II;ph;;
to protect;(be)schützen;aktiv;5/B1;II;v;How can we *protect* the environment?;
to recycle;wiederverwenden;aktiv;5/B1;II;v;It’s a good idea to *recycle* paper.;
to turn off;abschalten, ausmachen;aktiv;5/B1;II;ph;Please *turn off* the TV.;
by bike;mit dem (Fahr)rad;aktiv;5/B1;II;ph;Let’s go *by bike*.;
that day;an diesem Tag;passiv;5/B2;II;ph;;
bike doctor;jemand, der Fahrräder repariert;passiv;5/B2;II;s;;
to leave on standby;im Stand-by-Betrieb lassen;passiv;5/B3;II;ph;;
to throw (away);(weg)werfen;aktiv;5/B3;II;irr;;
to stand;stehen, hier: ertragen, aushalten;aktiv;5/B4;II;irr;;ID 1395857
be allowed to do sth;etw tun dürfen;aktiv;5/B4;II;ph;I’m sorry. I *wasn’t allowed to go* to your party.;
to take a break;eine Pause machen;passiv;5/B4;II;ph;;
to finish;(be)enden, aufhören, hier: abschließen;aktiv;5/B4;II;v;He *hasn’t finished* his maths homework.;
to do the washing-up (BE);abspülen, abwaschen;passiv;5/B4;II;ph;;
lazy;faul, träge;aktiv;5/B4;II;a;Don’t be *lazy*! Help me with the cooking.;
TV station;Fernsehsender;passiv;5/B4;II;s;;
to interview;interviewen, befragen;aktiv;5/B4;II;v;The reporter *is interviewing* a famous actor for the evening news.;ID 4780147
news (pl);Neuigkeit, Nachricht, hier: Nachrichtensendung;aktiv;5/B4;II;s;The reporter is interviewing a famous actor for the evening *news*.;ID 4780147
reporter;Reporter/in;aktiv;5/B4;II;s;The *reporter* is interviewing a famous actor for the evening news.;ID 4780147
to have a vote;abstimmen;passiv;5/B4;II;ph;;
Congratulations!;Gratuliere!, Glückwunsch!;aktiv;5/B4;II;ph;Well done! *Congratulations!*;
may;können, dürfen;aktiv;5/B5;II;v;*May* I open the window?;
advice (no pl);Rat, hier: Tipp;aktiv;5/B6;II;s;;ID 1389818
chewing gum (no pl);Kaugummi;passiv;5/B6;II;s;;
striped;gestreift;passiv;5/B6;II;a;;
shirt;Hemd;aktiv;5/B6;II;s;He’s wearing a *shirt*.;ID 3671290
to vote for sb/sth;für jdn/etw stimmen;passiv;5/B7;II;ph;;
super (informal);besonders;passiv;5/B7;II;av;;
to be on;auf dem Programm stehen, laufen;passiv;5/B7;II;ph;;
to make a fool of sb/oneself;jdn/sich lächerlich machen;passiv;5/B8;II;ph;;
to cut out;(her)ausschneiden;passiv;5/B8;II;irr;;
bit;Stück, Teil;aktiv;5/B8;II;s;I think this film is great. I liked the *bit* about snakes best.;
to go on;weitergehen, hier: passieren;aktiv;5/B8;II;irr;What*’s going on* at the moment?;
to cover;bedecken, hier: sich befassen mit, behandeln;passiv;5/B8;II;v;;
topic;Thema;aktiv;5/B8;II;s;What *topic* are we going to talk about for our presentation?;
transport (no pl);Transport, Beförderung;aktiv;5/B8;II;s;;
waste (no pl);Verschwendung, Vergeudung, hier: Abfall;aktiv;5/B8;II;s;We are producing too much *waste*.;
to produce;herstellen, produzieren;aktiv;5/B8;II;v;We *are producing* too much waste.;
glass (no pl);Glas;aktiv;5/B8;II;s;;
product;Produkt, Erzeugnis;aktiv;5/B8;II;s;We should buy *products* with less packaging.;
less;weniger;aktiv;5/B8;II;a;We should buy products with *less* packaging.;
packaging (no pl);Verpackungsmaterial;passiv;5/B8;II;s;;
to compost;kompostieren;passiv;5/B8;II;v;;
organic waste;Biomüll;passiv;5/B8;II;s;;
to mention;erwähnen;aktiv;5/B8;II;v;I talked to Alex yesterday. He didn’t *mention* his trip to London.;
lunch break;Mittagspause;passiv;5/B8;II;s;;
as a whole;als Ganzes (betrachtet);passiv;5/B8;II;ph;;
behaviour (no pl);Benehmen, Verhalten, Betragen;aktiv;5/B8;II;s;Leaving rubbish in the forest is bad *behaviour*.;
by bus;mit dem Bus;aktiv;5/B8;II;ph;How did you get to the cinema? – We went *by bus*.;
to keep warm;warm halten, nicht frieren;passiv;5/B9;II;ph;;
central heating (no pl);Zentralheizung;passiv;5/B9;II;s;;
to plant;pflanzen;passiv;5/B9;II;v;;
to be off;(weg)gehen;passiv;5/C2;II;irr;;
they'll (= they will);sie werden;passiv;5/C2;II;ph;;
to make sure (that);darauf achten, (dass);aktiv;5/C2;II;ph;Please *make sure that* you bring enough food for the trip.;
sleeping bag;Schlafsack;passiv;5/C2;II;s;;
cup;Tasse, Becher;aktiv;5/C2;II;s;;ID 4780149
plate;Teller;aktiv;5/C2;II;s;;ID 4780149
knife (pl knives);Messer;aktiv;5/C2;II;s;;ID 4780149
fork;Gabel;aktiv;5/C2;II;s;;ID 4780149
spoon;Löffel;aktiv;5/C2;II;s;;ID 4780149
toothbrush;Zahnbürste;aktiv;5/C2;II;s;;ID 4780156
soap;Seife;aktiv;5/C2;II;s;piece of *soap*;ID 4780154
meal;Mahlzeit, Essen;aktiv;5/C2;II;s;There will be three *meals*: breakfast, lunch and dinner.;
certain;sicher, gewiss, bestimmt;aktiv;5/C2;II;a;How old is she? – I think she’s 14 but I’m not *certain*.;
medicine (no pl);Medizin, Medikamente;aktiv;5/C2;II;s;;
alcohol (no pl);Alkohol;passiv;5/C2;II;s;;
pocket knife;Taschenmesser;aktiv;5/C2;II;s;;ID 4780150
to break;(zer)brechen, hier: verstoßen gegen;aktiv;5/C2;II;irr;Try not to *break* the rules.;
to pick up;aufheben, hier: abholen;aktiv;5/C2;II;v;Peter has missed the bus. His father is coming to *pick* him *up*.;
immediately;sofort, gleich, direkt;aktiv;5/C2;II;av;*immediately* ↔ later;
village;Dorf;aktiv;5/C2;II;s;*village* ↔ city;
to collect;einsammeln;aktiv;5/C2;II;v;;
pocket money;Taschengeld;aktiv;5/C2;II;s;My parents give me £5 *pocket money* every week.;
Yours sincerely;Mit freundlichen Grüßen;passiv;5/C2;II;ph;;
sensible;vernünftig, angemessen;aktiv;5/C3;II;a;*sensible* ↔ silly (*!* Englisch „sensible“ = Deutsch „vernünftig“);
strict;streng, strikt, genau;aktiv;5/C3;II;a;Our school rules are very *strict*.;
to convince;überzeugen;aktiv;5/C4;II;v;He had a very good argument so he was able to *convince* me.;
yours;deine(r, s), eure(r, s), Ihre(r, s);aktiv;5/C5;II;p;;
mine;meine(r, s), meins;aktiv;5/C5;II;p;;
his;seine(r, s), seins;aktiv;5/C5;II;p;;
to give away;verschenken, hergeben;passiv;5/C5;II;irr;;
to pinch;kneifen, hier: klauen;passiv;5/C5;II;v;;
hers;ihre(r, s), ihrs;aktiv;5/C5;II;p;;
to go mad;verrückt werden, ausflippen;passiv;5/C5;II;ph;;
bag;Tasche, hier: Tüte;aktiv;5/C5;II;s;She’s carrying five *bags*.;ID 4771168
anyway;sowieso, jedenfalls, hier: überhaupt;passiv;5/C5;II;av;;
theirs;ihre(r, s), ihrs;aktiv;5/C5;II;p;;
front (no pl);vorderer Bereich;passiv;5/C5;II;s;;
coach;(Omni)bus, Reisebus;aktiv;5/C5;II;s;coach;ID 4780143
to wake up;aufwecken, aufwachen;aktiv;5/C6;II;irr;He *has* just *woken up*.;ID 1389834
Get off!;Geh weg!;passiv;5/C6;II;ph;;
to fall down;hin(unter)fallen, (ein)stürzen, hier: zusammenfallen;passiv;5/C6;II;irr;;
to put up;aufhängen, hochheben, hier: aufstellen;aktiv;5/C6;II;irr;It’s time to *put up* our tent.;
early;früh, zeitig;aktiv;5/C6;II;a/av;During the holidays I never get up *early*.;
to have/take a shower;sich duschen;aktiv;5/C6;II;ph;He*’s taking a shower*.;ID 1394758
Hurry up!;Beeil dich!, Beeilt euch!;aktiv;5/C6;II;ph;;ID 1389838
metre;Meter;passiv;5/C6;II;s;;
to stand up;aufstehen;aktiv;5/C6;II;irr;to *stand up* ↔ to sit down;
this;diese(r, s);passiv;5/C6;II;d;;
to hold up;hochhalten;passiv;5/C6;II;irr;;
wet;nass;aktiv;5/C6;II;a;It’s raining. My shoes are *wet*.;
owner;Besitzer/in, Eigentümer/in;passiv;5/C6;II;s;;
dirty;dreckig, schmutzig;aktiv;5/C6;II;a;;
straight;gerade(aus), direkt;passiv;5/C6;II;av;;
bin;Mülleimer, Mülltonne;aktiv;5/C6;II;s;;ID 1403544
to go red;rot werden;passiv;5/C6;II;ph;;
to walk up to sb;auf jdn zugehen;passiv;5/C6;II;ph;;
to play a trick on sb;jdm einen Streich spielen;passiv;5/C6;II;ph;;
to leave sb alone;jdn in Ruhe lassen;passiv;5/C6;II;ph;;
may;können, dürfen, hier: vielleicht;passiv;5/C6;II;v;;
to bully;tyrannisieren, mobben;aktiv;5/C6;II;v;Jo and Alicia *are bullying* Janet. It’s awful for her.;
rowing (no pl);Rudern;passiv;6/A2;II;s;;
health (no pl);Gesundheit;aktiv;6/A2;II;s;Nina has *health* problems. She’s often ill.;
up and down;auf und ab;passiv;6/A2;II;ph;;
second;Sekunde;passiv;6/A2;II;s;;
to be out of/short of breath;atemlos sein, außer Atem sein;passiv;6/A2;II;ph;;
to touch;berühren;aktiv;6/A2;II;v;Don’t *touch* it. It’s hot.;
stairs;Treppe, hier: Treppenstufen;passiv;6/A2;II;s;;
a little;(ein) wenig, (ein) bisschen;passiv;6/A2;II;ph;;
to balance;balancieren;passiv;6/A2;II;v;;
press-up (BE);Liegestütz;passiv;6/A2;II;s;;
hardly;kaum;aktiv;6/A2;II;av;She is ill. She can *hardly* speak.;
mostly;meistens, größtenteils, hauptsächlich;passiv;6/A2;II;av;;
as fit as a fiddle (informal);fit wie ein Turnschuh;passiv;6/A2;II;ph;;
to keep up;hochhalten, hier: weiterhin tun;passiv;6/A2;II;irr;;
to share;teilen;passiv;6/A2;II;v;;
love;Liebe;passiv;6/A2;II;s;;
to get;erhalten, bekommen, hier: werden, geraten;aktiv;6/A2;II;irr;The boys *got* into trouble.;
to cycle;Rad fahren, radeln;aktiv;6/A2;II;v;to *cycle* = to ride a bike;
to run (away);(weg)rennen, hier auch: laufen;aktiv;6/A2;II;irr;;
flexible;flexibel, biegsam, gelenkig;passiv;6/A2;II;a;;
stretching exercise;Dehnungsübung;passiv;6/A2;II;s;;
Oh dear! (informal);Du meine Güte!;passiv;6/A2;II;i;;
to get off;aussteigen, hier: runterkommen;aktiv;6/A2;II;irr;;
about;über, hier: zu;aktiv;6/A3;II;pr;;
sports (AE, pl);Sport, Sportart;passiv;6/A6;II;s;;
Say why.;Sag warum.;passiv;6/B1;II;ph;;
to score (a goal);(ein Tor) schießen;aktiv;6/B1;II;ph;Alex *scored* a fantastic goal.;
to leave;verlassen, weggehen, hier: lassen;aktiv;6/B1;II;irr;She *left* him waiting outside.;
to stand;stehen;aktiv;6/B1;II;irr;Jack had to *stand* in the corner.;
I took the team on whole.;Ich nahm es mit der ganzen Mannschaft auf.;passiv;6/B1;II;ph;;
to pull;ziehen;aktiv;6/B1;II;v;;
to end;beenden, zu Ende bringen, enden;aktiv;6/B1;II;v;;
to shoot;schießen;aktiv;6/B1;II;irr;;
all around;überall;passiv;6/B1;II;ph;;
ground;(Erd)boden, Erde, hier: Platz;passiv;6/B1;II;s;;
yard;Längenmaß (91,44 cm);passiv;6/B1;II;s;;
to get set;vorbereiten, bereit machen;passiv;6/B1;II;ph;;
net;Netz;passiv;6/B1;II;s;;
roar (no pl);Brüllen, Dröhnen, hier: Tosen;passiv;6/B1;II;s;;
to argue (about);sich streiten (wegen);aktiv;6/B2;II;v;Caroline and George *are* always *arguing about* jobs around the house.;
to push;stoßen, schieben;aktiv;6/B2;II;v;to *push* ↔ to pull;
to fall down;hin(unter)fallen, (ein)stürzen;aktiv;6/B2;II;irr;;
elbow;Ell(en)bogen;passiv;6/B2;II;s;;ID 1389838
to catch;fangen, hier: treffen;aktiv;6/B2;II;irr;;
fact;Wirklichkeit, Tatsache;aktiv;6/B2;II;s;;
while;während, als;aktiv;6/B2;II;k;*While* you were sleeping, the dog ate the cake.;
to chase;hinterherlaufen, verfolgen;passiv;6/B2;II;v;;
to hit;schlagen, treffen, stoßen (gegen);aktiv;6/B2;II;irr;;
accident;Unfall;aktiv;6/B2;II;s;Ben had a car *accident* last year.;
toward(s);in Richtung;passiv;6/B2;II;pr;;
during;während;aktiv;6/B2;II;pr;*During* the holidays you can sleep late.;
something else;etwas anderes;passiv;6/B3;II;p;;
to stick out;ausstrecken, hier: herausstrecken;passiv;6/B4;II;irr;;
tongue;Zunge;aktiv;6/B4;II;s;;
flag;Fahne, Flagge;passiv;6/B4;II;s;;
to hold;halten;aktiv;6/B4;II;irr;Rajiv *is holding* an MP3 player in his hand.;ID 1310565
to bleed;bluten;passiv;6/B4;II;irr;;
ground;(Erd)boden, Erde;passiv;6/B4;II;s;;
waiting room;Wartezimmer;passiv;6/B5;II;s;;
to hurt (sb);(jdm) wehtun, (jdn) verletzen;aktiv;6/B5;II;irr;Oliver didn’t want to *hurt* George.;
mystery;Geheimnis, Rätsel, hier: mysteriöse Geschichte;passiv;6/B10;II;s;;
to solve;lösen, hier: aufklären;passiv;6/B10;II;v;;
to make up;erfinden, (sich) ausdenken;passiv;6/B10;II;ph;;
unconscious;bewusstlos;aktiv;6/B10;II;a;After the accident Sue was *unconscious* for ten minutes.;
changing room;(Umkleide)kabine;passiv;6/B10;II;s;;
to lock;(ab)schließen, hier: einschließen;aktiv;6/B10;II;v;;
to miss;verfehlen, versäumen, verpassen;aktiv;6/B10;II;v;;ID 1389810
cyclist;Radfahrer/in;passiv;6/B10;II;s;;
to break one's arm;sich den Arm brechen;aktiv;6/B10;II;ph;;
victim;Opfer;aktiv;6/B10;II;s;;
witness;Zeuge/Zeugin;aktiv;6/B10;II;s;Two *witnesses* saw the accident.;
most;am meisten;passiv;6/C1;II;av;;
to dislike;nicht mögen;aktiv;6/C1;II;v;to *like* ↔ to dislike;
to compete;wetteifern, antreten, kämpfen;passiv;6/C2;II;v;;
against;gegen;aktiv;6/C2;II;pr;Manchester United are playing *against* Arsenal.;
successful;erfolgreich;aktiv;6/C2;II;a;She has won every match. She’s very *successful*.;
long jump (no pl);Weitsprung;passiv;6/C2;II;s;;
cup;Tasse, Becher, hier: Pokal;aktiv;6/C2;II;s;;
to battle (out);(aus)kämpfen;passiv;6/C2;II;v;;
